Term/Year Code|College|Dept|Degree|Major Code|Major Name|Conc code|Concentration Name (if any)|Fresh- man|Sopho- more|Junior|Senior|Non- degree Ugrad|Total Under grad|Full-Time Ugrad|Part-Time Ugrad|Grad 1 (master)|Grad 2 (doctoral)|Non- degree Grad|Total Grad|Full-Time Grad|Part-Time Grad|Profes-sional|Full-Time Professional|Part-Time Professional|Total|Full-Time Total|Part-Time Total|Academic Program Code
120241 |Agricultural, Consumer & Environmental Sciences |698 |BS |0037 |Food Science & Human Nutrition |0040 |Human Nutrition |0|7|9|23|0|39|38|1|0|0|0|0|0|0|0|0|0|39|38|1|10KL0040BS
120241 |Agricultural, Consumer & Environmental Sciences |698 |BS |0037 |Food Science & Human Nutrition |0041 |Dietetics |0|0|7|18|0|25|25|0|0|0|0|0|0|0|0|0|0|25|25|0|10KL0041BS
120241 |Agricultural, Consumer & Environmental Sciences |698 |BS |0037 |Food Science & Human Nutrition |0042 |Hospitality Management |0|1|4|15|0|20|20|0|0|0|0|0|0|0|0|0|0|20|20|0|10KL0042BS
120241 |Agricultural, Consumer & Environmental Sciences |698 |BS |0184 |Food Science |  |  |10|9|7|9|0|35|35|0|0|0|0|0|0|0|0|0|0|35|35|0|10KL0184BS
120241 |Agricultural, Consumer & Environmental Sciences |698 |BS |6139 |Dietetics and Nutrition |  |  |6|12|11|8|0|37|37|0|0|0|0|0|0|0|0|0|0|37|37|0|10KL6139BS
120241 |Agricultural, Consumer & Environmental Sciences |698 |BS |6143 |Hospitality Management |  |  |7|8|9|2|0|26|26|0|0|0|0|0|0|0|0|0|0|26|26|0|10KL6143BS
120241 |Agricultural, Consumer & Environmental Sciences |698 |BS |6144 |Nutrition & Health |  |  |12|6|10|2|0|30|30|0|0|0|0|0|0|0|0|0|0|30|30|0|10KL6144BS
120241 |Agricultural, Consumer & Environmental Sciences |698 |MS |0037 |Food Science & Human Nutrition |  |  |0|0|0|0|0|0|0|0|43|0|0|43|0|43|0|0|0|43|0|43|10KS0037MSU
120241 |Agricultural, Consumer & Environmental Sciences |698 |MS |0037 |Food Science & Human Nutrition |0038 |Food Science |0|0|0|0|0|0|0|0|26|0|0|26|26|0|0|0|0|26|26|0|10KS0037MS
120241 |Agricultural, Consumer & Environmental Sciences |698 |MS |0037 |Food Science & Human Nutrition |0040 |Human Nutrition |0|0|0|0|0|0|0|0|7|0|0|7|3|4|0|0|0|7|3|4|10KS0037MS
120241 |Agricultural, Consumer & Environmental Sciences |698 |MS |0037 |Food Science & Human Nutrition |5166 |Professional Science Masters |0|0|0|0|0|0|0|0|10|0|0|10|10|0|0|0|0|10|10|0|1PKS0037MS
120241 |Agricultural, Consumer & Environmental Sciences |698 |MS |0037 |Food Science & Human Nutrition |6090 |Clinical & Community Nutrition |0|0|0|0|0|0|0|0|13|0|0|13|7|6|0|0|0|13|7|6|10KS0037MS
120241 |Agricultural, Consumer & Environmental Sciences |698 |MS |0037 |Food Science & Human Nutrition |6090 |Clinical & Community Nutrition |0|0|0|0|0|0|0|0|4|0|0|4|2|2|0|0|0|4|2|2|10KS0037MSU
120241 |Agricultural, Consumer & Environmental Sciences |698 |NDEG |0037 |Food Science & Human Nutrition |  |  |0|0|0|0|0|0|0|0|0|0|1|1|0|1|0|0|0|1|0|1|10KS0037NDEG
120241 |Agricultural, Consumer & Environmental Sciences |698 |PHD |0037 |Food Science & Human Nutrition |0038 |Food Science |0|0|0|0|0|0|0|0|0|23|0|23|23|0|0|0|0|23|23|0|10KS0037PHD
120241 |Agricultural, Consumer & Environmental Sciences |698 |PHD |0037 |Food Science & Human Nutrition |0040 |Human Nutrition |0|0|0|0|0|0|0|0|0|11|0|11|11|0|0|0|0|11|11|0|10KS0037PHD
120241 |Agricultural, Consumer & Environmental Sciences |741 |BS |0025 |Technical Systems Management |  |  |0|0|1|10|0|11|10|1|0|0|0|0|0|0|0|0|0|11|10|1|10KL0025BS
120241 |Agricultural, Consumer & Environmental Sciences |741 |BS |0025 |Technical Systems Management |  |  |0|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|1|1|0|10KL8037BS
120241 |Agricultural, Consumer & Environmental Sciences |741 |BS |6028 |Engr Tech & Mgmt for Ag Sys |6002 |Ag Production & Processing |2|1|2|4|0|9|9|0|0|0|0|0|0|0|0|0|0|9|9|0|10KL6028BS
120241 |Agricultural, Consumer & Environmental Sciences |741 |BS |6028 |Engr Tech & Mgmt for Ag Sys |6003 |Construction Management |2|14|25|35|0|76|75|1|0|0|0|0|0|0|0|0|0|76|75|1|10KL6028BS
120241 |Agricultural, Consumer & Environmental Sciences |741 |BS |6028 |Engr Tech & Mgmt for Ag Sys |6004 |Digital & Precision Ag |2|3|10|6|0|21|21|0|0|0|0|0|0|0|0|0|0|21|21|0|10KL6028BS
120241 |Agricultural, Consumer & Environmental Sciences |741 |BS |6028 |Engr Tech & Mgmt for Ag Sys |6004 |Digital & Precision Ag |0|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|1|0|10KL8037BS
120241 |Agricultural, Consumer & Environmental Sciences |741 |BS |6028 |Engr Tech & Mgmt for Ag Sys |6005 |Energy and the Environment |1|2|10|30|0|43|42|1|0|0|0|0|0|0|0|0|0|43|42|1|10KL6028BS
120241 |Agricultural, Consumer & Environmental Sciences |741 |BS |6028 |Engr Tech & Mgmt for Ag Sys |6005 |Energy and the Environment |0|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|1|1|0|10KL8037BS
120241 |Agricultural, Consumer & Environmental Sciences |741 |BSAG |5163 |Agricultural & Biological Engr |  |  |10|17|8|5|0|40|40|0|0|0|0|0|0|0|0|0|0|40|40|0|10KL5163BSAG
120241 |Agricultural, Consumer & Environmental Sciences |741 |MS |0025 |Technical Systems Management |  |  |0|0|0|0|0|0|0|0|2|0|0|2|1|1|0|0|0|2|1|1|10KS0025MS
120241 |Agricultural, Consumer & Environmental Sciences |741 |MS |6028 |Engr Tech & Mgmt for Ag Sys |  |  |0|0|0|0|0|0|0|0|7|0|0|7|5|2|0|0|0|7|5|2|10KS6028MS
120241 |Agricultural, Consumer & Environmental Sciences |741 |MS |6028 |Engr Tech & Mgmt for Ag Sys |5166 |Professional Science Masters |0|0|0|0|0|0|0|0|3|0|0|3|2|1|0|0|0|3|2|1|1PKS6028MS
120241 |Agricultural, Consumer & Environmental Sciences |793 |BS |0048 |Human Development & Family St |  |  |27|40|48|58|0|173|172|1|0|0|0|0|0|0|0|0|0|173|172|1|10KL0048BS
120241 |Agricultural, Consumer & Environmental Sciences |793 |BS |0048 |Human Development & Family St |0049 |Child and Adolescent Dev |0|0|0|25|0|25|24|1|0|0|0|0|0|0|0|0|0|25|24|1|10KL0049BS
120241 |Agricultural, Consumer & Environmental Sciences |793 |BS |0048 |Human Development & Family St |0050 |Family Studies |0|0|0|9|0|9|9|0|0|0|0|0|0|0|0|0|0|9|9|0|10KL0050BS
120241 |Agricultural, Consumer & Environmental Sciences |793 |PHD |5577 |Human Dvlpmt & Family Studies |  |  |0|0|0|0|0|0|0|0|0|24|0|24|24|0|0|0|0|24|24|0|10KS5577PHD
120241 |Agricultural, Consumer & Environmental Sciences |802 |BS |0030 |Crop Sciences |0031 |Agroecology |0|0|4|3|0|7|7|0|0|0|0|0|0|0|0|0|0|7|7|0|10KL0031BS
120241 |Agricultural, Consumer & Environmental Sciences |802 |BS |0030 |Crop Sciences |0032 |Plant Protection |0|0|0|4|0|4|4|0|0|0|0|0|0|0|0|0|0|4|4|0|10KL0032BS
120241 |Agricultural, Consumer & Environmental Sciences |802 |BS |0030 |Crop Sciences |0033 |Crops |0|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|1|1|0|10KL0033BS
120241 |Agricultural, Consumer & Environmental Sciences |802 |BS |0030 |Crop Sciences |0034 |Crop Agribusiness |0|1|6|7|0|14|14|0|0|0|0|0|0|0|0|0|0|14|14|0|10KL0034BS
120241 |Agricultural, Consumer & Environmental Sciences |802 |BS |0030 |Crop Sciences |0035 |Plant Biotech & Molecular Bio |0|0|1|3|0|4|3|1|0|0|0|0|0|0|0|0|0|4|3|1|10KL0035BS
120241 |Agricultural, Consumer & Environmental Sciences |802 |BS |0030 |Crop Sciences |0036 |Biological Sciences |0|0|0|2|0|2|0|2|0|0|0|0|0|0|0|0|0|2|0|2|10KL0036BS
120241 |Agricultural, Consumer & Environmental Sciences |802 |BS |0030 |Crop Sciences |5560 |Horticultural Food Systems |0|0|4|3|0|7|7|0|0|0|0|0|0|0|0|0|0|7|7|0|10KL5560BS
120241 |Agricultural, Consumer & Environmental Sciences |802 |BS |0177 |Agronomy |  |  |2|2|4|4|0|12|12|0|0|0|0|0|0|0|0|0|0|12|12|0|10KL0177BS
120241 |Agricultural, Consumer & Environmental Sciences |802 |BS |5461 |Plant Biotechnology |  |  |3|10|6|13|0|32|32|0|0|0|0|0|0|0|0|0|0|32|32|0|10KL5461BS
120241 |Agricultural, Consumer & Environmental Sciences |802 |BS |5623 |Computer Science&Crop Sciences |  |  |0|10|5|8|0|23|22|1|0|0|0|0|0|0|0|0|0|23|22|1|10KL5623BS
120241 |Agricultural, Consumer & Environmental Sciences |802 |MS |0030 |Crop Sciences |  |  |0|0|0|0|0|0|0|0|26|0|0|26|25|1|0|0|0|26|25|1|10KS0030MS
120241 |Agricultural, Consumer & Environmental Sciences |802 |MS |0030 |Crop Sciences |  |  |0|0|0|0|0|0|0|0|20|0|0|20|2|18|0|0|0|20|2|18|10KS0030MSU
120241 |Agricultural, Consumer & Environmental Sciences |802 |MS |0030 |Crop Sciences |5883 |BS/MS Crop Sciences |0|0|0|0|0|0|0|0|1|0|0|1|1|0|0|0|0|1|1|0|10KS5883MS
120241 |Agricultural, Consumer & Environmental Sciences |802 |MS |4026 |Bioinformatics |5100 |Crop Science |0|0|0|0|0|0|0|0|2|0|0|2|2|0|0|0|0|2|2|0|10KS5100MS
120241 |Agricultural, Consumer & Environmental Sciences |802 |NDEG |0030 |Crop Sciences |  |  |0|0|0|0|0|0|0|0|0|0|2|2|0|2|0|0|0|2|0|2|10KS0030NDEG
120241 |Agricultural, Consumer & Environmental Sciences |802 |NDEG |0063 |Horticulture |  |  |0|0|0|0|25|25|0|25|0|0|0|0|0|0|0|0|0|25|0|25|1PKL0063NDEU
120241 |Agricultural, Consumer & Environmental Sciences |802 |PHD |0030 |Crop Sciences |  |  |0|0|0|0|0|0|0|0|0|48|0|48|45|3|0|0|0|48|45|3|10KS0030PHD
120241 |Agricultural, Consumer & Environmental Sciences |875 |BS |0051 |Natural Resrcs & Environ Sci |0057 |Fish and Wildlife Conservation |0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|1|0|10KL0051BS
120241 |Agricultural, Consumer & Environmental Sciences |875 |BS |0051 |Natural Resrcs & Environ Sci |5239 |Humn Dimnsns of the Environmnt |12|10|13|22|0|57|55|2|0|0|0|0|0|0|0|0|0|57|55|2|10KL0051BS
120241 |Agricultural, Consumer & Environmental Sciences |875 |BS |0051 |Natural Resrcs & Environ Sci |5685 |Environmental Science & Mgmt |7|17|25|25|0|74|72|2|0|0|0|0|0|0|0|0|0|74|72|2|10KL0051BS
120241 |Agricultural, Consumer & Environmental Sciences |875 |BS |0051 |Natural Resrcs & Environ Sci |5686 |Ecosys Stewardship & Rest Ecol |5|14|18|35|0|72|71|1|0|0|0|0|0|0|0|0|0|72|71|1|10KL0051BS
120241 |Agricultural, Consumer & Environmental Sciences |875 |BS |0051 |Natural Resrcs & Environ Sci |5687 |Fish Wildlife Conserve Biol |9|17|31|35|0|92|92|0|0|0|0|0|0|0|0|0|0|92|92|0|10KL0051BS
120241 |Agricultural, Consumer & Environmental Sciences |875 |MS |0190 |Natural Res & Env Sciences |  |  |0|0|0|0|0|0|0|0|55|0|0|55|49|6|0|0|0|55|49|6|10KS0190MS
120241 |Agricultural, Consumer & Environmental Sciences |875 |MS |0190 |Natural Res & Env Sciences |  |  |0|0|0|0|0|0|0|0|49|0|0|49|3|46|0|0|0|49|3|46|10KS0190MSU
120241 |Agricultural, Consumer & Environmental Sciences |875 |NDEG |0190 |Natural Res & Env Sciences |  |  |0|0|0|0|0|0|0|0|0|0|5|5|1|4|0|0|0|5|1|4|10KS0190NDEU
120241 |Agricultural, Consumer & Environmental Sciences |875 |PHD |0190 |Natural Res & Env Sciences |  |  |0|0|0|0|0|0|0|0|0|43|0|43|42|1|0|0|0|43|42|1|10KS0190PHD
120241 |Agricultural, Consumer & Environmental Sciences |971 |MS |0191 |Nutritional Sciences |  |  |0|0|0|0|0|0|0|0|15|0|0|15|14|1|0|0|0|15|14|1|10KS0191MS
120241 |Agricultural, Consumer & Environmental Sciences |971 |PHD |0191 |Nutritional Sciences |  |  |0|0|0|0|0|0|0|0|0|28|0|28|27|1|0|0|0|28|27|1|10KS0191PHD
120241 |Business |260 |BS |0075 |Finance |  |  |1|52|145|266|0|464|438|26|0|0|0|0|0|0|0|0|0|464|438|26|10KM0075BS
120241 |Business |260 |BS |0075 |Finance |  |  |0|16|87|172|0|275|273|2|0|0|0|0|0|0|0|0|0|275|273|2|10KM8037BS
120241 |Business |260 |BS |6076 |Finance + Data Science |  |  |0|10|35|36|0|81|81|0|0|0|0|0|0|0|0|0|0|81|81|0|10KM6076BS
120241 |Business |260 |BS |6076 |Finance + Data Science |  |  |0|0|1|2|0|3|3|0|0|0|0|0|0|0|0|0|0|3|3|0|10KM8037BS
120241 |Business |260 |MS |5624 |Finance |  |  |0|0|0|0|0|0|0|0|178|0|0|178|175|3|0|0|0|178|175|3|10KS5624MSK
120241 |Business |260 |PHD |5624 |Finance |  |  |0|0|0|0|0|0|0|0|0|15|0|15|15|0|0|0|0|15|15|0|10KS5624PHD
120241 |Business |346 |BS |0071 |Accountancy |  |  |0|37|139|248|0|424|409|15|0|0|0|0|0|0|0|0|0|424|409|15|10KM0071BS
120241 |Business |346 |BS |0071 |Accountancy |  |  |1|16|78|175|0|270|264|6|0|0|0|0|0|0|0|0|0|270|264|6|10KM8037BS
120241 |Business |346 |BS |6077 |Accountancy + Data Science |  |  |0|11|23|30|0|64|63|1|0|0|0|0|0|0|0|0|0|64|63|1|10KM6077BS
120241 |Business |346 |BS |6077 |Accountancy + Data Science |  |  |0|0|3|0|0|3|3|0|0|0|0|0|0|0|0|0|0|3|3|0|10KM8037BS
120241 |Business |346 |CERT |5187 |Taxation |  |  |0|0|0|0|0|0|0|0|1|0|0|1|0|1|0|0|0|1|0|1|1PKS5187CERU
120241 |Business |346 |CERT |6017 |Accounting Data Analytics |  |  |0|0|0|0|0|0|0|0|13|0|0|13|1|12|0|0|0|13|1|12|1PKS6017CERU
120241 |Business |346 |CERT |6140 |Accounting Foundations |  |  |0|0|0|0|0|0|0|0|13|0|0|13|1|12|0|0|0|13|1|12|1PKS6140CERU
120241 |Business |346 |CERT |6141 |CPA Pathways |  |  |0|0|0|0|0|0|0|0|5|0|0|5|0|5|0|0|0|5|0|5|1PKS6141CERU
120241 |Business |346 |MAS |5666 |Accountancy |5101 |Taxation |0|0|0|0|0|0|0|0|63|0|0|63|62|1|0|0|0|63|62|1|10KS5666MAS
120241 |Business |346 |MAS |5666 |Accountancy |5899 |Financial Reporting& Assurance |0|0|0|0|0|0|0|0|103|0|0|103|99|4|0|0|0|103|99|4|10KS5666MAS
120241 |Business |346 |MS |5666 |Accountancy |  |  |0|0|0|0|0|0|0|0|160|0|0|160|106|54|0|0|0|160|106|54|10KS5666MSK
120241 |Business |346 |MS |5666 |Accountancy |  |  |0|0|0|0|0|0|0|0|376|0|0|376|28|348|0|0|0|376|28|348|1PKS5666MSU
120241 |Business |346 |MS |5666 |Accountancy |5900 |Accountancy Analytics |0|0|0|0|0|0|0|0|8|0|0|8|0|8|0|0|0|8|0|8|1PKS5666MSU
120241 |Business |346 |NDEG |5666 |Accountancy |  |  |0|0|0|0|0|0|0|0|0|0|16|16|0|16|0|0|0|16|0|16|1EKS5666NDEU
120241 |Business |346 |NDEG |5666 |Accountancy |  |  |0|0|0|0|0|0|0|0|0|0|4|4|0|4|0|0|0|4|0|4|1PKS5666NDEU
120241 |Business |346 |PHD |5666 |Accountancy |  |  |0|0|0|0|0|0|0|0|0|17|0|17|17|0|0|0|0|17|17|0|10KS5666PHD
120241 |Business |902 |BS |1432 |Marketing |  |  |1|19|47|83|0|150|147|3|0|0|0|0|0|0|0|0|0|150|147|3|10KM1432BS
120241 |Business |902 |BS |1432 |Marketing |  |  |0|13|47|128|0|188|172|16|0|0|0|0|0|0|0|0|0|188|172|16|10KM8037BS
120241 |Business |902 |BS |5071 |Supply Chain Management |  |  |0|3|3|17|0|23|21|2|0|0|0|0|0|0|0|0|0|23|21|2|10KM5071BS
120241 |Business |902 |BS |5071 |Supply Chain Management |  |  |0|0|12|41|0|53|52|1|0|0|0|0|0|0|0|0|0|53|52|1|10KM8037BS
120241 |Business |902 |BS |5073 |Management |  |  |0|6|18|27|0|51|49|2|0|0|0|0|0|0|0|0|0|51|49|2|10KM5073BS
120241 |Business |902 |BS |5073 |Management |  |  |0|2|10|18|0|30|29|1|0|0|0|0|0|0|0|0|0|30|29|1|10KM8037BS
120241 |Business |902 |BS |5597 |Information Systems |  |  |0|4|12|45|0|61|55|6|0|0|0|0|0|0|0|0|0|61|55|6|10KM5597BS
120241 |Business |902 |BS |5597 |Information Systems |  |  |0|3|8|47|0|58|53|5|0|0|0|0|0|0|0|0|0|58|53|5|10KM8037BS
120241 |Business |902 |BS |5600 |Operations Management |  |  |0|5|7|11|0|23|23|0|0|0|0|0|0|0|0|0|0|23|23|0|10KM5600BS
120241 |Business |902 |BS |5600 |Operations Management |  |  |0|4|5|7|0|16|15|1|0|0|0|0|0|0|0|0|0|16|15|1|10KM8037BS
120241 |Business |902 |BS |5741 |STR BUS DEV & Entrepreneurship |  |  |0|0|1|5|0|6|5|1|0|0|0|0|0|0|0|0|0|6|5|1|10KM5741BS
120241 |Business |902 |BS |5741 |STR BUS DEV & Entrepreneurship |  |  |0|0|0|7|0|7|6|1|0|0|0|0|0|0|0|0|0|7|6|1|10KM8037BS
120241 |Business |902 |BS |6127 |Strategy, Innovation & Entrep |  |  |1|3|6|10|0|20|20|0|0|0|0|0|0|0|0|0|0|20|20|0|10KM6127BS
120241 |Business |902 |BS |6127 |Strategy, Innovation & Entrep |  |  |0|0|2|3|0|5|5|0|0|0|0|0|0|0|0|0|0|5|5|0|10KM8037BS
120241 |Business |902 |BS |6146 |Business + Data Science |  |  |0|1|2|1|0|4|4|0|0|0|0|0|0|0|0|0|0|4|4|0|10KM6146BS
120241 |Business |902 |CERT |6011 |Strategic Leadership & Mgmt |  |  |0|0|0|0|0|0|0|0|51|0|0|51|0|51|0|0|0|51|0|51|1PKS6011CERU
120241 |Business |902 |CERT |6012 |Managerial Econ & Bus Analysis |  |  |0|0|0|0|0|0|0|0|3|0|0|3|0|3|0|0|0|3|0|3|1PKS6012CERU
120241 |Business |902 |CERT |6014 |Financial Management |  |  |0|0|0|0|0|0|0|0|5|0|0|5|0|5|0|0|0|5|0|5|1PKS6014CERU
120241 |Business |902 |CERT |6016 |Value Chain Management |  |  |0|0|0|0|0|0|0|0|3|0|0|3|0|3|0|0|0|3|0|3|1PKS6016CERU
